Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Road_surface_type,Road_surface_conditions,Weather_conditions,Light_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity,Owner_of_vehicle,Service_year_of_vehicle,Fitness_of_casuality,Pedestrian_movement,Casualty_severity_label
19:52:00,Wednesday,18-30,Male,Below 1yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
19:52:00,Wednesday,Over 51,Male,1-2yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
03:19:00,Friday,Under 18,Male,Below 1yr,Lorry (41-100Q),Office areas,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Vehicle with vehicle collision,1,2,Going straight,Female,18-30,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
03:19:00,Friday,Under 18,Male,Above 10yr,Other,Other,Asphalt roads,Wet or damp,Normal,Darkness - lights lit,Collision with roadside objects,1,2,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
13:05:00,Thursday,18-30,Female,Below 1yr,Lorry (41-100Q),Industrial areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
13:05:00,Thursday,18-30,Male,2-5yr,Automobile,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Overspeed,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
07:10:00,Tuesday,Over 51,Male,1-2yr,Public (> 45 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
07:10:00,Tuesday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,No Casualty
11:45:00,Sunday,18-30,Male,Below 1yr,Other,Other,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Going straight,Female,18-30,3,Driving carelessly,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
11:45:00,Sunday,18-30,Male,Below 1yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Other,Male,18-30,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
11:45:00,Sunday,18-30,Male,Below 1yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
11:45:00,Sunday,18-30,Male,1-2yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,3,Going straight,Female,18-30,3,No distancing,Slight Injury,Governmental,Below 1yr,Normal,Not a Pedestrian,Slight Injury
22:10:00,Monday,18-30,Male,5-10yr,Pick up upto 10Q,Office areas,Earth roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
22:10:00,Monday,18-30,Male,2-5yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Getting off the vehicle improperly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
23:44:00,Monday,18-30,Male,Below 1yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Overtaking,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
23:44:00,Monday,18-30,Male,5-10yr,Other,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,Driving carelessly,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
08:05:00,Tuesday,18-30,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,4,2,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
08:05:00,Tuesday,18-30,Male,5-10yr,Stationwagen,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,4,2,Going straight,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
08:05:00,Tuesday,18-30,Male,2-5yr,Other,Other,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,4,2,Going straight,Male,18-30,3,Overturning,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
08:05:00,Tuesday,31-50,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,4,2,Moving Backward,Male,31-50,3,Driving under the influence of drugs,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:31:00,Thursday,18-30,Male,5-10yr,Ridden horse,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Changing lane to the right,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
17:31:00,Thursday,Under 18,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Owner,1-2yr,Normal,Not a Pedestrian,Slight Injury
08:39:00,Thursday,Over 51,Male,2-5yr,Other,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
08:39:00,Thursday,31-50,Male,Below 1yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,No distancing,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
11:14:00,Friday,Over 51,Male,Below 1yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Moving Backward,Male,18-30,3,No priority to vehicle,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
11:14:00,Friday,31-50,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:58:00,Friday,18-30,Male,2-5yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Other,Male,31-50,3,Moving Backward,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
12:58:00,Friday,31-50,Male,Below 1yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Other,No Casualty,No Casualty,No Casualty,Getting off the vehicle improperly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
02:05:00,Sunday,18-30,Male,2-5yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Changing lane to the left,Serious Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
02:05:00,Sunday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Changing lane to the left,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
16:00:00,Thursday,31-50,Male,Above 10yr,Pick up upto 10Q,Church areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
15:15:00,Monday,Under 18,Male,Above 10yr,Taxi,Industrial areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,2,Going straight,Male,31-50,2,Changing lane to the right,Slight Injury,Governmental,Unknown,No Casualty,Not a Pedestrian,Serious Injury
15:15:00,Monday,Under 18,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,1,2,Other,Male,31-50,3,Changing lane to the right,Slight Injury,Organization,2-5yrs,Normal,Not a Pedestrian,Slight Injury
17:34:00,Friday,18-30,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with pedestrians,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,5-10yrs,No Casualty,Not a Pedestrian,No Casualty
17:34:00,Friday,18-30,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Getting off,Male,31-50,3,Changing lane to the left,Slight Injury,Owner,1-2yr,No Casualty,Not a Pedestrian,Slight Injury
18:40:00,Friday,18-30,Male,5-10yr,Long lorry,Other,Other,Dry,Normal,Daylight,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Changing lane to the right,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
14:26:00,Wednesday,Over 51,Male,1-2yr,Public (12 seats),Recreational areas,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
14:26:00,Wednesday,18-30,Male,5-10yr,Pick up upto 10Q,Other,Gravel roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Driving carelessly,Serious Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
14:05:00,Thursday,18-30,Male,Above 10yr,Automobile,Church areas,Asphalt roads,Dry,Other,Daylight,Collision with roadside objects,2,1,Going straight,Female,Under 18,3,No distancing,Slight Injury,Governmental,5-10yrs,Normal,Not a Pedestrian,Slight Injury
14:05:00,Thursday,18-30,Male,Below 1yr,Other,Residential areas,Asphalt roads,Dry,Other,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
17:23:00,Thursday,18-30,Female,5-10yr,Lorry (41-100Q),Office areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,5-10yrs,Normal,Not a Pedestrian,No Casualty
17:23:00,Thursday,18-30,Male,Above 10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Moving Backward,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
12:05:00,Tuesday,31-50,Male,Below 1yr,Pick up upto 10Q,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Changing lane to the left,Slight Injury,Governmental,2-5yrs,Normal,Not a Pedestrian,Slight Injury
12:05:00,Tuesday,18-30,Male,1-2yr,Lorry (41-100Q),Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,Moving Backward,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
15:40:00,Friday,Over 51,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
15:40:00,Friday,31-50,Male,Above 10yr,Long lorry,Residential areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Slight Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
22:40:00,Tuesday,31-50,Male,Above 10yr,Public (> 45 seats),Recreational areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Collision with roadside objects,7,1,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
22:40:00,Tuesday,18-30,Female,5-10yr,Public (> 45 seats),Church areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,7,1,Going straight,No Casualty,No Casualty,No Casualty,No priority to vehicle,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
22:40:00,Tuesday,18-30,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,7,1,Going straight,Male,18-30,3,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
22:40:00,Tuesday,18-30,Male,1-2yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,7,1,Moving Backward,No Casualty,No Casualty,No Casualty,Driving to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
22:40:00,Tuesday,18-30,Male,Below 1yr,Automobile,Other,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,7,1,Going straight,Female,Over 51,2,Moving Backward,Slight Injury,Owner,Unknown,No Casualty,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Serious Injury
22:40:00,Tuesday,18-30,Male,1-2yr,Other,Residential areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Rollover,7,1,Going straight,Female,18-30,3,No priority to vehicle,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,Slight Injury
22:40:00,Tuesday,18-30,Female,2-5yr,Public (12 seats),School areas,Asphalt roads,Dry,Normal,Darkness - lights lit,Vehicle with vehicle collision,7,1,Going straight,Male,18-30,3,No distancing,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
18:35:00,Monday,18-30,Male,5-10yr,Automobile,Church areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,Male,31-50,3,Driving carelessly,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
18:35:00,Monday,Over 51,Male,Above 10yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,2,Going straight,No Casualty,No Casualty,No Casualty,Changing lane to the left,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,No Casualty
16:00:00,Tuesday,31-50,Male,2-5yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,18-30,3,No priority to vehicle,Slight Injury,Owner,Below 1yr,Normal,Not a Pedestrian,Slight Injury
16:00:00,Tuesday,31-50,Male,Above 10yr,Automobile,Office areas,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,18-30,3,No priority to vehicle,Slight Injury,Owner,2-5yrs,No Casualty,Not a Pedestrian,Slight Injury
16:00:00,Tuesday,18-30,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,Under 18,3,No distancing,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:42:00,Friday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Female,Over 51,3,Driving to the left,Serious Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:42:00,Friday,Under 18,Male,5-10yr,Automobile,Hospital areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,1,Going straight,Male,31-50,3,Driving carelessly,Serious Injury,Owner,Below 1yr,Normal,Not a Pedestrian,Slight Injury
08:15:00,Monday,18-30,Male,Below 1yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Driving carelessly,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
08:15:00,Monday,18-30,Male,2-5yr,Turbo,Other,Earth roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Other,No Casualty,No Casualty,No Casualty,Changing lane to the right,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:30:00,Thursday,31-50,Male,2-5yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,2,Going straight,Female,31-50,3,Driving carelessly,Serious Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:30:00,Thursday,31-50,Male,2-5yr,Other,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,2,Going straight,Male,Over 51,3,Changing lane to the left,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,Slight Injury
17:35:00,Friday,18-30,Male,2-5yr,Stationwagen,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Governmental,Unknown,Normal,Not a Pedestrian,No Casualty
17:35:00,Friday,18-30,Male,5-10yr,Pick up upto 10Q,Hospital areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Driving carelessly,Slight Injury,Owner,Above 10yr,Normal,Not a Pedestrian,Slight Injury
15:00:00,Friday,18-30,Male,5-10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Going straight,No Casualty,No Casualty,No Casualty,Driving under the influence of drugs,Serious Injury,Owner,Above 10yr,No Casualty,Not a Pedestrian,No Casualty
15:00:00,Friday,18-30,Male,Above 10yr,Lorry (41-100Q),Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,2,2,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Serious Injury,Owner,Unknown,No Casualty,Not a Pedestrian,No Casualty
15:00:00,Friday,18-30,Male,5-10yr,Automobile,Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,2,2,Moving Backward,Male,31-50,3,No distancing,Serious Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
18:15:00,Friday,18-30,Male,5-10yr,Automobile,Office areas,Asphalt roads,Dry,Normal,Daylight,Collision with roadside-parked vehicles,1,1,Going straight,Female,18-30,3,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:59:00,Tuesday,18-30,Male,Above 10yr,Pick up upto 10Q,Residential areas,Other,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,Over 51,3,Driving to the left,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:59:00,Tuesday,31-50,Male,5-10yr,Pick up upto 10Q,Other,Asphalt roads,Dry,Normal,Daylight,Collision with roadside objects,3,1,Going straight,No Casualty,No Casualty,No Casualty,Overtaking,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,No Casualty
12:59:00,Tuesday,Over 51,Male,5-10yr,Lorry (41-100Q),Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,Under 18,3,No distancing,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,Slight Injury
12:59:00,Tuesday,31-50,Male,5-10yr,Public (12 seats),Other,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,No Casualty,No Casualty,No Casualty,Driving carelessly,Slight Injury,Owner,Unknown,Normal,Not a Pedestrian,No Casualty
12:59:00,Tuesday,31-50,Male,Below 1yr,Other,Residential areas,Asphalt roads,Dry,Normal,Daylight,Vehicle with vehicle collision,3,1,Going straight,Male,18-30,3,No priority to vehicle,Slight Injury,Owner,2-5yrs,Normal,Not a Pedestrian,Slight Injury
